ikea_id,category_name,products_count,issue,duplicates_count,has_series_prefix,extra_value
10760,Свечи и подсвечники,80,dirty_or_duplicates_in_values,0,true,6
10760,Свечи и подсвечники,80,missing_indexed_products,,,79
24831,Открытки,0,missing_f_series_filter,,,
16307,Аксессуары для свечей,0,missing_f_series_filter,,,
47424,Система IDÅSEN,20,missing_indexed_products,,,19
47425,Столешницы и подстолья IDÅSEN,4,missing_f_series_filter,,,
pp003,Растения и цветы,154,dirty_or_duplicates_in_values,0,true,4
pp003,Растения и цветы,154,missing_indexed_products,,,82
10797,"Ящики, контейнеры и корзины для хранения",47,dirty_or_duplicates_in_values,0,true,4
10797,"Ящики, контейнеры и корзины для хранения",47,missing_indexed_products,,,25
20544,Овечьи и коровьи шкуры,5,missing_f_series_filter,,,
700350,Шезлонги для отдыха,137,dirty_or_duplicates_in_values,0,true,11
700350,Шезлонги для отдыха,137,missing_indexed_products,,,13
16280,Интегрированное освещение,35,dirty_or_duplicates_in_values,0,true,1
16280,Интегрированное освещение,35,missing_indexed_products,,,33
20514,Светодиодные лампы,43,missing_f_series_filter,,,
10736,Потолочное освещение для ванной,26,missing_f_series_filter,,,
700178,Декоративные абажуры,0,missing_f_series_filter,,,
20504,Настенные светильники и бра,23,dirty_or_duplicates_in_values,0,true,4
20504,Настенные светильники и бра,23,missing_indexed_products,,,19
17897,Уличное и садовое освещение,43,missing_f_series_filter,,,
10757,Настенные украшения,193,dirty_or_duplicates_in_values,0,true,8
10757,Настенные украшения,193,missing_indexed_products,,,87
20720,Тумбы для ванной комнаты с умывальником,14,missing_f_series_filter,,,
700495,Тумбы с раковиной NYSJÖN,1,missing_f_series_filter,,,
20606,Контейнеры с крышками,43,missing_indexed_products,,,43
20490,Зеркала,89,dirty_or_duplicates_in_values,0,true,1
20490,Зеркала,89,missing_indexed_products,,,89
21961,Подушки для садовой мебели,65,dirty_or_duplicates_in_values,0,true,6
21961,Подушки для садовой мебели,65,missing_indexed_products,,,46
10409,Духовые шкафы,109,dirty_or_duplicates_in_values,6,true,15
10409,Духовые шкафы,109,missing_indexed_products,,,34
21958,Система хранения на балконе и в саду,29,dirty_or_duplicates_in_values,0,true,3
21958,Система хранения на балконе и в саду,29,missing_indexed_products,,,22
10454,"Шкафы, вешалки и полки для прихожей",29,dirty_or_duplicates_in_values,0,true,4
10454,"Шкафы, вешалки и полки для прихожей",29,missing_indexed_products,,,23
16202,"Картонные, декоративные коробки",111,dirty_or_duplicates_in_values,0,true,9
16202,"Картонные, декоративные коробки",111,missing_indexed_products,,,42
23610,Шкафы для встраиваемой техники METOD,1179,missing_f_series_filter,,,
20660,Полки навесные без ножки,68,dirty_or_duplicates_in_values,0,true,5
20660,Полки навесные без ножки,68,missing_indexed_products,,,50
21962,"Стулья для дачи, сада и балкона",19,dirty_or_duplicates_in_values,0,true,6
21962,"Стулья для дачи, сада и балкона",19,missing_indexed_products,,,7
48944,Туалетные ершики и держатели для бумаги,21,dirty_or_duplicates_in_values,0,true,7
48944,Туалетные ершики и держатели для бумаги,21,missing_indexed_products,,,11
49117,Полки и ящики для кухни METOD,225,dirty_or_duplicates_in_values,0,true,6
49117,Полки и ящики для кухни METOD,225,missing_indexed_products,,,184
43631,Отдельностоящие шкафы,23,dirty_or_duplicates_in_values,0,true,11
43631,Отдельностоящие шкафы,23,missing_indexed_products,,,6
49118,Органайзеры для кухни METOD,19,dirty_or_duplicates_in_values,0,true,2
49118,Органайзеры для кухни METOD,19,missing_indexed_products,,,13
43632,Встроенные шкафы,110,missing_f_series_filter,,,
700404,Мини-кухни готовые ÄSPINGE,2,missing_f_series_filter,,,
700374,Фасады для кухни черные LERHYTTAN,5,missing_f_series_filter,,,
49155,Новогодние украшения,0,missing_f_series_filter,,,
700630,3-местные диваны-кровати,32,dirty_or_duplicates_in_values,0,true,7
700630,3-местные диваны-кровати,32,missing_indexed_products,,,13
19053,Шкафы,165,dirty_or_duplicates_in_values,1,true,19
19053,Шкафы,165,missing_indexed_products,,,102
59246,Скамейки,13,dirty_or_duplicates_in_values,0,true,5
59246,Скамейки,13,missing_indexed_products,,,8
20502,"Настольные лампы, торшеры, ночники",28,dirty_or_duplicates_in_values,0,true,6
20502,"Настольные лампы, торшеры, ночники",28,missing_indexed_products,,,18
700293,Фасады для кухни,67,missing_f_series_filter,,,
20656,Прикроватные тумбы и шкафы,49,dirty_or_duplicates_in_values,1,true,19
20656,Прикроватные тумбы и шкафы,49,missing_indexed_products,,,21
20677,Настенные органайзеры для кухни,70,dirty_or_duplicates_in_values,0,true,9
20677,Настенные органайзеры для кухни,70,missing_indexed_products,,,13
20719,Шкафы и пеналы для ванных комнат,25,missing_f_series_filter,,,
20804,Стеллажи и пеналы для ванных комнат,29,dirty_or_duplicates_in_values,0,true,3
20804,Стеллажи и пеналы для ванных комнат,29,missing_indexed_products,,,21
700711,Фасады для кухни темно-зеленые ASPUDDEN,4,missing_f_series_filter,,,
49159,"Цветы, венки и гирлянды к рождеству",0,missing_f_series_filter,,,
48005,Шкафы распашные,8,dirty_or_duplicates_in_values,0,true,10
48005,Шкафы распашные,8,missing_indexed_products,,,2
57297,Обеденные столы на 2 персоны,16,dirty_or_duplicates_in_values,0,true,9
57297,Обеденные столы на 2 персоны,16,missing_indexed_products,,,5
59286,"Ножки, направляющие и аксессуары EKET",23,dirty_or_duplicates_in_values,0,true,6
59286,"Ножки, направляющие и аксессуары EKET",23,missing_indexed_products,,,14
700355,Фасады для кухни темно-бежевые UPPLÖV,4,missing_f_series_filter,,,
700366,Фасады для кухни белые фасады STENSUND,5,missing_f_series_filter,,,
700399,Фасады для кухни под ясень ASKERSUND,4,missing_f_series_filter,,,
700534,Мини-кухни готовые ÖNNERUP,2,missing_f_series_filter,,,
20631,Вок-сковороды,3,dirty_or_duplicates_in_values,0,true,3
20631,Вок-сковороды,3,missing_indexed_products,,,1
15950,"Банки, емкости для продуктов",30,dirty_or_duplicates_in_values,0,true,4
15950,"Банки, емкости для продуктов",30,missing_indexed_products,,,20
33547,Аксессуары для столешниц кухни,3,dirty_or_duplicates_in_values,0,true,1
33547,Аксессуары для столешниц кухни,3,missing_indexed_products,,,2
50009,Аксессуары для кухни ENHET,18,dirty_or_duplicates_in_values,0,true,3
50009,Аксессуары для кухни ENHET,18,missing_indexed_products,,,8
15951,Баночки и контейнеры для специй,29,dirty_or_duplicates_in_values,0,true,4
15951,Баночки и контейнеры для специй,29,missing_indexed_products,,,25
22669,Скороварки,1,missing_f_series_filter,,,
33500,Формы для мороженого и льда,2,dirty_or_duplicates_in_values,0,true,1
33500,Формы для мороженого и льда,2,missing_indexed_products,,,1
700386,Фасады для кухни коричнево-бежевые HAVSTORP,60,missing_f_series_filter,,,
20724,Смесители и краны для умывальников,15,dirty_or_duplicates_in_values,0,true,2
20724,Смесители и краны для умывальников,15,missing_indexed_products,,,11
700353,Наборы для пикника,24,dirty_or_duplicates_in_values,0,true,4
700353,Наборы для пикника,24,missing_indexed_products,,,17
31786,Модульные диваны,216,dirty_or_duplicates_in_values,0,true,6
31786,Модульные диваны,216,missing_indexed_products,,,4
700699,Аксессуары для ванной без сверления,16,dirty_or_duplicates_in_values,0,true,4
700699,Аксессуары для ванной без сверления,16,missing_indexed_products,,,11
37898,Аксессуары PLATSA,20,missing_f_series_filter,,,
48986,Мини-кухни SUNNERSTA,2,missing_f_series_filter,,,
700372,Фасады для кухни антрацит NICKEBO,62,missing_f_series_filter,,,
tl001/732a2e12-3551-11ec-9b4d-c96fbc416494,Пуховые одеяла,0,missing_f_series_filter,,,
10482,"Смесители, краны для кухни",9,dirty_or_duplicates_in_values,0,true,1
10482,"Смесители, краны для кухни",9,missing_indexed_products,,,8
700388,Фасады для кухни бамбук FRÖJERED,8,missing_f_series_filter,,,
tl003,Текстиль для ванной,146,dirty_or_duplicates_in_values,0,true,4
tl003,Текстиль для ванной,146,missing_indexed_products,,,78
700365,Фасады для кухни белые VEDDINGE,29,missing_f_series_filter,,,
18775,Балдахины и аксессуары для детских кроватей,9,dirty_or_duplicates_in_values,0,true,1
18775,Балдахины и аксессуары для детских кроватей,9,missing_indexed_products,,,7
700370,Фасады для кухни белые RINGHULT,58,missing_f_series_filter,,,
47070,"Геймерские, комптьютерные столы",11,missing_f_series_filter,,,
55993,Столы и столики TROTTEN,18,dirty_or_duplicates_in_values,0,true,1
55993,Столы и столики TROTTEN,18,missing_indexed_products,,,18
700562,Детский письменный стол RELATERA,9,missing_f_series_filter,,,
11844,Столешницы для офисных столов,18,missing_indexed_products,,,18
700673,Кухонные ящики MAXIMERA,26,missing_f_series_filter,,,
46457,Столешницы для кухни - шпон дуба,16,missing_f_series_filter,,,
700369,Фасады для кухни коричневые SINARP,50,missing_f_series_filter,,,
700514,Фасады для кухни под дуб FORSBACKA,33,missing_f_series_filter,,,
700710,Фасады для кухни светло-серые ASPUDDEN,57,missing_f_series_filter,,,
53253,"Комплектующие для кухонных моек, раковин",4,missing_f_series_filter,,,
700177,Декоративные светильники и фонари,17,dirty_or_duplicates_in_values,0,true,1
700177,Декоративные светильники и фонари,17,missing_indexed_products,,,17
20608,Гладильные доски,4,missing_f_series_filter,,,
49160,Новогодние кашпо и вазы,1,missing_f_series_filter,,,
10778,Горшки и кашпо для цветов,107,dirty_or_duplicates_in_values,0,true,2
10778,Горшки и кашпо для цветов,107,missing_indexed_products,,,97
20495,Горшки для растений самополивающиеся,6,missing_f_series_filter,,,
19112,Двери с петлями PAX,60,dirty_or_duplicates_in_values,0,true,4
19112,Двери с петлями PAX,60,missing_indexed_products,,,43
55997,Двери-купе для шкафов,8,missing_f_series_filter,,,
55985,Раздвижные двери SKYTTA,59,missing_f_series_filter,,,
700524,Крупные комнатные растения,13,missing_f_series_filter,,,
700529,Защитные чехлы для подушек,2,missing_f_series_filter,,,
39267,Ковры ручной работы,26,missing_f_series_filter,,,
20821,Фильтры и аксессуары для вытяжки,10,missing_f_series_filter,,,
18852,Фартуки для кухни,6,dirty_or_duplicates_in_values,0,true,1
18852,Фартуки для кухни,6,missing_indexed_products,,,5
700628,Пленки для окон и аксессуары,3,missing_f_series_filter,,,
16296,Кресла складные,7,dirty_or_duplicates_in_values,0,true,1
16296,Кресла складные,7,missing_indexed_products,,,3
20907,Кресла и стулья из ротанга,15,dirty_or_duplicates_in_values,0,true,1
20907,Кресла и стулья из ротанга,15,missing_indexed_products,,,12
10696,Кресла из натуральной кожи и кожзама,7,dirty_or_duplicates_in_values,0,true,2
10696,Кресла из натуральной кожи и кожзама,7,missing_indexed_products,,,4
48979,Раковины и смесители KNOXHULT,2,dirty_or_duplicates_in_values,0,true,1
48979,Раковины и смесители KNOXHULT,2,missing_indexed_products,,,1
41686,Фасады и ящики PLATSA,8,missing_f_series_filter,,,
20634,Горшки для цветов,22,dirty_or_duplicates_in_values,0,true,6
20634,Горшки для цветов,22,missing_indexed_products,,,12
59284,Комбинации шкафов EKET,93,missing_f_series_filter,,,
700373,Фасады для кухни светло-серые LERHYTTAN,69,missing_f_series_filter,,,
18892,Карнизы для штор,19,dirty_or_duplicates_in_values,0,true,1
18892,Карнизы для штор,19,missing_indexed_products,,,19
45732,Комбинации JONAXEL,9,missing_f_series_filter,,,
18891,Карнизы и аксессуары,49,dirty_or_duplicates_in_values,0,true,2
18891,Карнизы и аксессуары,49,missing_indexed_products,,,38
10803,Основания и патроны для настольных ламп,48,dirty_or_duplicates_in_values,0,true,1
10803,Основания и патроны для настольных ламп,48,missing_indexed_products,,,48
16255,Дорожные подушки для путешествий,5,dirty_or_duplicates_in_values,0,true,1
16255,Дорожные подушки для путешествий,5,missing_indexed_products,,,3
11704,Комбинации IVAR,43,missing_f_series_filter,,,
42247,Комбинации BROR,23,missing_f_series_filter,,,
700557,Комбинация для хранения TROFAST,186,missing_f_series_filter,,,
55026,Комоды BESTÅ,126,missing_f_series_filter,,,
24259,Контейнеры для раздельного сбора мусора,19,dirty_or_duplicates_in_values,0,true,2
24259,Контейнеры для раздельного сбора мусора,19,missing_indexed_products,,,3
47067,"Игровые, компьютерные стулья и кресла",16,dirty_or_duplicates_in_values,0,true,1
47067,"Игровые, компьютерные стулья и кресла",16,missing_indexed_products,,,15
48940,"Ящики, органайзеры, корзины для ванной комнаты",9,dirty_or_duplicates_in_values,0,true,5
48940,"Ящики, органайзеры, корзины для ванной комнаты",9,missing_indexed_products,,,4
10412,Буфеты и серванты,35,dirty_or_duplicates_in_values,3,true,14
10412,Буфеты и серванты,35,missing_indexed_products,,,4
24264,Столешницы и подстолья для кухни,101,dirty_or_duplicates_in_values,0,true,1
24264,Столешницы и подстолья для кухни,101,missing_indexed_products,,,100
16282,Подсветка для кухни,15,dirty_or_duplicates_in_values,0,true,1
16282,Подсветка для кухни,15,missing_indexed_products,,,13
20815,Микроволновые СВЧ печи METOD,6,dirty_or_duplicates_in_values,0,true,9
20815,Микроволновые СВЧ печи METOD,6,missing_indexed_products,,,3
700352,"Бутылки для воды, термокружки и термосы",6,missing_indexed_products,,,6
700512,Переносные лампы,9,missing_f_series_filter,,,
20491,Фонарики для свечей для дома,12,dirty_or_duplicates_in_values,0,true,1
20491,Фонарики для свечей для дома,12,missing_indexed_products,,,11
20492,Искусственные растения и цветы,70,dirty_or_duplicates_in_values,0,true,2
20492,Искусственные растения и цветы,70,missing_indexed_products,,,1
20516,Светодиодная подсветка с датчиком движения,40,dirty_or_duplicates_in_values,0,true,3
20516,Светодиодная подсветка с датчиком движения,40,missing_indexed_products,,,36
54942,Уличные фонарики,3,missing_f_series_filter,,,
700180,Интерьерные гирлянды,16,missing_f_series_filter,,,
16246,Скамейки и консоли,1,missing_f_series_filter,,,
18894,Карнизы для штор и аксессуары,3,missing_f_series_filter,,,
20824,Отдельностоящие холодильники,6,dirty_or_duplicates_in_values,0,true,2
20824,Отдельностоящие холодильники,6,missing_indexed_products,,,2
45848,Односпальные кровати для детей,17,dirty_or_duplicates_in_values,0,true,1
45848,Односпальные кровати для детей,17,missing_indexed_products,,,11
19048,Двухъярусные кровати для детей,4,missing_f_series_filter,,,
19039,Кровати-мезонин и двухъярусные кровати,9,missing_f_series_filter,,,
45847,Раздвижные кровати с регулируемой длиной,8,dirty_or_duplicates_in_values,0,true,4
45847,Раздвижные кровати с регулируемой длиной,8,missing_indexed_products,,,4
18724,Детские матрасы,11,dirty_or_duplicates_in_values,0,true,1
18724,Детские матрасы,11,missing_indexed_products,,,10
24823,"Беспружинные матрасы, пена/латекс",11,missing_f_series_filter,,,
18714,Посуда и детские столовые приборы,12,dirty_or_duplicates_in_values,0,true,1
18714,Посуда и детские столовые приборы,12,missing_indexed_products,,,10
15935,Миски для смешивания и взбивания,12,dirty_or_duplicates_in_values,0,true,4
15935,Миски для смешивания и взбивания,12,missing_indexed_products,,,10
16292,"Инструменты, наборы и аксессуары для сборки мебели",10,dirty_or_duplicates_in_values,0,true,1
16292,"Инструменты, наборы и аксессуары для сборки мебели",10,missing_indexed_products,,,2
37896,Каркасы PLATSA,6,missing_f_series_filter,,,
48995,"Ножки, опоры и основания для кухни ENHET",3,missing_f_series_filter,,,
49229,Шведский рождественский ужин,0,dirty_or_duplicates_in_values,0,true,1
50008,"Освещение, подсветка для кухни ENHET",6,dirty_or_duplicates_in_values,0,true,1
50008,"Освещение, подсветка для кухни ENHET",6,missing_indexed_products,,,4
700588,Органайзеры для холодильника,9,missing_f_series_filter,,,
49015,Аксессуары для кухни ENHET,4,missing_f_series_filter,,,
55987,Панели раздвижных дверей SKYTTA,4,missing_f_series_filter,,,
18773,Детские светильники и ночники,20,missing_f_series_filter,,,
700482,"Освещение, подсветка ENHET",2,missing_f_series_filter,,,
15908,Панели для стенок БЕСТО,8,missing_f_series_filter,,,
700413,Декоративные светодиодные лампы,18,missing_f_series_filter,,,
42242,Подсветка гардеробов PAX,9,dirty_or_duplicates_in_values,0,true,1
42242,Подсветка гардеробов PAX,9,missing_indexed_products,,,7
46473,Ламинированные стеновые панели,15,missing_f_series_filter,,,
24825,Основания для матрасов,10,missing_f_series_filter,,,
20630,Сковороды,32,dirty_or_duplicates_in_values,0,true,7
20630,Сковороды,32,missing_indexed_products,,,17
20505,Настенные светильники,8,dirty_or_duplicates_in_values,0,true,5
10787,Плакаты и постеры,39,dirty_or_duplicates_in_values,0,true,1
10787,Плакаты и постеры,39,missing_indexed_products,,,38
20813,Индукционные варочные панели,13,dirty_or_duplicates_in_values,0,true,2
20813,Индукционные варочные панели,13,missing_indexed_products,,,10
20814,Газовые варочные панели,0,dirty_or_duplicates_in_values,0,true,1
20535,Пуховые подушки,6,missing_f_series_filter,,,
10978,"Чехлы, покрытия на диваны EKTORP",21,missing_f_series_filter,,,
18705,"Чехлы, покрытия на диваны KIVIK",20,missing_f_series_filter,,,
20678,Полки для кухни,33,dirty_or_duplicates_in_values,0,true,2
20678,Полки для кухни,33,missing_indexed_products,,,29
16305,Полки для картин и фотографий,19,missing_f_series_filter,,,
39569,Товары для кошек,7,missing_indexed_products,,,7
700540,Перегородки для стола MITTZON,7,missing_f_series_filter,,,
18746,Рамки для фотографий и рисунков,98,dirty_or_duplicates_in_values,0,true,6
18746,Рамки для фотографий и рисунков,98,missing_indexed_products,,,22
20521,Полотенца для лица,20,dirty_or_duplicates_in_values,0,true,2
20521,Полотенца для лица,20,missing_indexed_products,,,6
20525,Полотенца для рук,22,dirty_or_duplicates_in_values,0,true,2
20525,Полотенца для рук,22,missing_indexed_products,,,8
46081,Стеллажи с корзинами,0,missing_f_series_filter,,,
40692,Душевые гарнитуры и системы,2,dirty_or_duplicates_in_values,0,true,1
40692,Душевые гарнитуры и системы,2,missing_indexed_products,,,2
41068,"Подставки, держатели для телефонов/планшетов",11,dirty_or_duplicates_in_values,0,true,2
41068,"Подставки, держатели для телефонов/планшетов",11,missing_indexed_products,,,8
21826,Обеденные столы на 4 персоны,55,dirty_or_duplicates_in_values,0,true,14
21826,Обеденные столы на 4 персоны,55,missing_indexed_products,,,13
21828,Обеденные столы на 10 человек,2,missing_f_series_filter,,,
700541,Конференц-столы MITTZON,44,missing_f_series_filter,,,
21965,"Столы для дачи, сада и балкона",30,dirty_or_duplicates_in_values,0,true,7
21965,"Столы для дачи, сада и балкона",30,missing_indexed_products,,,7
700337,Конференц-столы TROTTEN,0,missing_f_series_filter,,,
36816,Потолочные светодиодные панели,3,missing_f_series_filter,,,
20496,"Засушенные цветы, растения и попурри",5,missing_indexed_products,,,5
42245,Система BROR,34,missing_f_series_filter,,,
700462,Зеркальные шкафы HAVBÄCK,1,missing_f_series_filter,,,
48993,Кухонные шкафы ENHET,11,missing_f_series_filter,,,
10456,Обувницы и комоды для обуви,21,dirty_or_duplicates_in_values,0,true,3
10456,Обувницы и комоды для обуви,21,missing_indexed_products,,,19
700492,Тумбы умывальник без раковины ENHET,4,missing_f_series_filter,,,
700464,Тумбы под умывальник без раковины HAVBÄCK,13,missing_f_series_filter,,,
700473,Зеркальные шкафы TÄNNFORSEN,7,missing_f_series_filter,,,
20721,Тумбы под раковину,3,dirty_or_duplicates_in_values,0,true,1
20721,Тумбы под раковину,3,missing_indexed_products,,,2
18707,Детские шкафы и гардеробы,2,dirty_or_duplicates_in_values,0,true,3
700516,Искусственные цветы (срезанные),26,missing_f_series_filter,,,
700518,Искусственные букеты,10,dirty_or_duplicates_in_values,0,true,1
700518,Искусственные букеты,10,missing_indexed_products,,,1
700672,Кухонные ящики KNIVSHULT,46,missing_f_series_filter,,,
16048,Сервировочные столики-этажерки и подносы,35,dirty_or_duplicates_in_values,0,true,2
16048,Сервировочные столики-этажерки и подносы,35,missing_indexed_products,,,32
18850,Кухонный текстиль,25,dirty_or_duplicates_in_values,0,true,3
18850,Кухонный текстиль,25,missing_indexed_products,,,16
49152,Рождественский текстиль,12,dirty_or_duplicates_in_values,0,true,1
49152,Рождественский текстиль,12,missing_indexed_products,,,11
20657,Туалетные столики,12,dirty_or_duplicates_in_values,0,true,8
20657,Туалетные столики,12,missing_indexed_products,,,5
700466,Раковины HAVBÄCK,0,missing_f_series_filter,,,
700471,Раковины ÄNGSJÖN,0,missing_f_series_filter,,,
20618,Вешалки для одежды,19,dirty_or_duplicates_in_values,0,true,1
20618,Вешалки для одежды,19,missing_indexed_products,,,15
700333,Все товары JOSTEIN,19,missing_f_series_filter,,,
55988,Все товары SKYTTA,29,missing_f_series_filter,,,
20820,Встраиваемые вытяжки,3,missing_f_series_filter,,,
700599,Жалюзи,38,missing_f_series_filter,,,
24260,Петли со встроенным амортизатором для кухни,9,missing_f_series_filter,,,
59249,Комплекты мебели для балкона,30,dirty_or_duplicates_in_values,0,true,5
59249,Комплекты мебели для балкона,30,missing_indexed_products,,,5
10785,Настенные и настольные часы,8,missing_f_series_filter,,,
700411,Комплекты мебели для прихожей,2,dirty_or_duplicates_in_values,0,true,2
24263,Раковины и мойки для кухни,22,missing_f_series_filter,,,
47361,"Обеденная группа, стол и 8 стула",3,dirty_or_duplicates_in_values,0,true,1
47361,"Обеденная группа, стол и 8 стула",3,missing_indexed_products,,,1
50378,Посудомоечные машины ENHET,7,dirty_or_duplicates_in_values,0,true,1
50378,Посудомоечные машины ENHET,7,missing_indexed_products,,,6
59307,Люстры,2,dirty_or_duplicates_in_values,0,true,1
59307,Люстры,2,missing_indexed_products,,,1
