ikea_id,category_name,products_count,issue,duplicates_count,has_series_prefix,extra_value
700428,Столешницы из шпона под заказ,18,missing_f_series_filter,,,
40693,Душевые кабины и души,3,dirty_or_duplicates_in_values,0,true,2
40693,Душевые кабины и души,3,missing_indexed_products,,,1
28433,Континентальные кровати,19,missing_f_series_filter,,,
41069,Беспроводные зарядные устройства,5,dirty_or_duplicates_in_values,0,true,1
41069,Беспроводные зарядные устройства,5,missing_indexed_products,,,4
20619,Миски,27,dirty_or_duplicates_in_values,0,true,9
20619,Миски,27,missing_indexed_products,,,15
18751,Подвесные светильники,67,dirty_or_duplicates_in_values,0,true,5
18751,Подвесные светильники,67,missing_indexed_products,,,61
10810,Тумбы под телевизор,35,dirty_or_duplicates_in_values,0,true,17
10810,Тумбы под телевизор,35,missing_indexed_products,,,8
24711,Органайзеры для учебы,7,missing_f_series_filter,,,
16295,Сумки и тележки для покупок,13,dirty_or_duplicates_in_values,0,true,2
16295,Сумки и тележки для покупок,13,missing_indexed_products,,,11
700493,Тумбы с раковиной ENHET,2,missing_f_series_filter,,,
34204,Ковры для балкона и террасы,9,missing_f_series_filter,,,
20676,Настенное хранение на кухне,86,missing_f_series_filter,,,
700171,Лотки для столовых приборов,13,missing_f_series_filter,,,
45815,Детские обеденные стулья,7,missing_f_series_filter,,,
18768,Детские столы,12,missing_f_series_filter,,,
700418,Фасады для кухни белые VALLSTENA,28,missing_f_series_filter,,,
700390,Фасады ENKÖPING,33,missing_f_series_filter,,,
700395,Фасады AXSTAD,0,missing_f_series_filter,,,
700368,Фасады STENSUND,32,missing_f_series_filter,,,
700777,Фасады TERRSJÖ с акцентом,2,missing_f_series_filter,,,
700359,Фасады VOXTORP,141,missing_f_series_filter,,,
46475,Фартуки из кварца,0,missing_f_series_filter,,,
36812,Системы умного освещения,54,dirty_or_duplicates_in_values,0,true,2
36812,Системы умного освещения,54,missing_indexed_products,,,51
24261,Кухонные краны и мойки,35,missing_f_series_filter,,,
14319,Все товары OMAR,4,missing_f_series_filter,,,
20542,Подушки на кресла,18,dirty_or_duplicates_in_values,0,true,1
20542,Подушки на кресла,18,missing_indexed_products,,,17
50382,Аксессуары для кухни METOD,97,dirty_or_duplicates_in_values,0,true,11
50382,Аксессуары для кухни METOD,97,missing_indexed_products,,,73
46477,Керамические фартуки,0,missing_f_series_filter,,,
12151,Каркасы BESTÅ,80,missing_f_series_filter,,,
700179,Настольные интерьерные светильники,7,missing_f_series_filter,,,
43633,Гардеробная система,0,missing_f_series_filter,,,
700520,Крупные искусственные растения в горшках,5,missing_f_series_filter,,,
12152,Дверцы и фасады ящиков BESTÅ,83,missing_f_series_filter,,,
20541,Скатерти и настольные дорожки,10,missing_f_series_filter,,,
11705,Детали IVAR,27,missing_f_series_filter,,,
700718,"Смесители, краны для кухни и ванной комнаты",18,dirty_or_duplicates_in_values,0,true,3
700718,"Смесители, краны для кухни и ванной комнаты",18,missing_indexed_products,,,13
18692,Детское постельное белье,20,dirty_or_duplicates_in_values,0,true,4
18692,Детское постельное белье,20,missing_indexed_products,,,8
18860,Посуда для сервировки,145,dirty_or_duplicates_in_values,0,true,14
18860,Посуда для сервировки,145,missing_indexed_products,,,43
36815,Комплекты умного освещения,1,missing_f_series_filter,,,
700616,Настенные садовые светильники,4,missing_f_series_filter,,,
700615,Напольные садовые светильники,2,missing_f_series_filter,,,
45782,Детские стульчики для кормления,11,missing_f_series_filter,,,
18890,Наволочки,25,missing_f_series_filter,,,
43636,Угловые шкафы,15,dirty_or_duplicates_in_values,0,true,1
43636,Угловые шкафы,15,missing_indexed_products,,,13
10717,"Придиванные, приставные столики",63,dirty_or_duplicates_in_values,1,true,13
10717,"Придиванные, приставные столики",63,missing_indexed_products,,,43
36813,Умные лампочки,11,missing_f_series_filter,,,
33508,Потолочные вытяжки,2,missing_f_series_filter,,,
700778,Уход за растениями,4,missing_f_series_filter,,,
25220,Стулья для кухни,78,dirty_or_duplicates_in_values,0,true,15
25220,Стулья для кухни,78,missing_indexed_products,,,33
14318,Комбинации OMAR,2,missing_f_series_filter,,,
18740,Мягкие игрушки и талисманы для детей,50,missing_f_series_filter,,,
40206,Распашные двери без петель PAX,64,dirty_or_duplicates_in_values,0,true,3
40206,Распашные двери без петель PAX,64,missing_indexed_products,,,54
22659,Табуреты,28,dirty_or_duplicates_in_values,0,true,3
22659,Табуреты,28,missing_indexed_products,,,25
20530,Одеяла из полиэстера,25,missing_f_series_filter,,,
20528,Пледы,44,missing_f_series_filter,,,
20534,Подушки из полиэстера,7,missing_f_series_filter,,,
700479,Шкафчики HEMNES,1,missing_f_series_filter,,,
55008,Столы для работы стоя и сидя,2,missing_f_series_filter,,,
39516,"Чехлы, покрытия на диваны GRÖNLID",0,missing_f_series_filter,,,
23609,Высокие шкафы-пеналы METOD,613,missing_f_series_filter,,,
55024,Витрины BESTÅ,11,missing_f_series_filter,,,
10573,"Товары, принадлежности для офиса",58,dirty_or_duplicates_in_values,0,true,7
10573,"Товары, принадлежности для офиса",58,missing_indexed_products,,,42
19106,Каркасы для навесных дверей PAX,69,missing_f_series_filter,,,
50007,Решения ENHET,0,missing_f_series_filter,,,
55397,Игровые аксессуары для геймеров,17,dirty_or_duplicates_in_values,0,true,2
55397,Игровые аксессуары для геймеров,17,missing_indexed_products,,,9
18708,Детские комоды,2,missing_f_series_filter,,,
20484,Игровые палатки и домики для детей,4,missing_f_series_filter,,,
700619,Уличные гирлянды,11,missing_f_series_filter,,,
57542,Светодиодные ленты,2,missing_f_series_filter,,,
20823,Встраиваемые холодильники и морозильники,10,missing_f_series_filter,,,
700487,Дверцы и фасады ENHET,4,missing_f_series_filter,,,
23613,Дверцы и фасады METOD,808,missing_f_series_filter,,,
48981,Аксессуары для кухни KNOXHULT,12,dirty_or_duplicates_in_values,0,true,3
48981,Аксессуары для кухни KNOXHULT,12,missing_indexed_products,,,2
54173,Конференц-столы,0,missing_f_series_filter,,,
700528,"Подушка для поясницы, поддержка спины",2,missing_f_series_filter,,,
700398,Фасады ASKERSUND,27,missing_f_series_filter,,,
700787,Внутренние органайзеры LASTARE,16,missing_f_series_filter,,,
700776,Акцентные дверцы и фасады ящиков METOD,43,missing_f_series_filter,,,
700714,"Чехлы, покрытия на диваны SALTSJÖBADEN",16,missing_f_series_filter,,,
19110,Открытые шкафы без дверей PAX,35,missing_f_series_filter,,,
46458,Кварцевые столешницы на заказ,0,missing_f_series_filter,,,
57298,Комплекты столиков,8,missing_f_series_filter,,,
700775,Компактное хранение утвари,1,missing_f_series_filter,,,
46460,Керамические столешницы на заказ,0,missing_f_series_filter,,,
19115,Раздвижные двери PAX,107,missing_f_series_filter,,,
37895,Модульные системы шкафов PLATSA,0,missing_f_series_filter,,,
700478,Зеркальные шкафы HEMNES,4,missing_f_series_filter,,,
10459,Крючки для одежды,16,dirty_or_duplicates_in_values,0,true,2
10459,Крючки для одежды,16,missing_indexed_products,,,14
700515,Фасады для кухни под грецкий орех TISTORP,25,missing_f_series_filter,,,
19113,Наполнение для гардеробной PAX,273,missing_f_series_filter,,,
46400,Подушки для садовых стульев,42,missing_f_series_filter,,,
10655,Ткани и швейная фурнитура,18,dirty_or_duplicates_in_values,0,true,1
10655,Ткани и швейная фурнитура,18,missing_indexed_products,,,17
20543,Круглые коврики,5,missing_f_series_filter,,,
45781,Детские кроватки,9,dirty_or_duplicates_in_values,0,true,4
45781,Детские кроватки,9,missing_indexed_products,,,4
700421,Столешницы из композитного стекла на заказ,0,missing_f_series_filter,,,
700423,Фартуки из композитного стекла,0,missing_f_series_filter,,,
700382,Фасады для кухни антрацит HEJSTA,12,missing_f_series_filter,,,
10698,Придверные коврики,23,missing_f_series_filter,,,
20562,Салфетки бумажные,5,missing_f_series_filter,,,
37900,Стеновые панели и аксессуары,53,missing_indexed_products,,,2
47394,Система BOAXEL,77,missing_f_series_filter,,,
49138,Зеркала в ванную комнату с подсветкой,4,missing_f_series_filter,,,
700716,Элементы системы LÅDMARKARE,6,missing_f_series_filter,,,
700521,Средние искусственные растения в горшках,24,missing_f_series_filter,,,
700527,Декоративные растения,10,missing_f_series_filter,,,
st002,Книжные шкафы и стеллажи,531,dirty_or_duplicates_in_values,1,true,23
st002,Книжные шкафы и стеллажи,531,missing_indexed_products,,,276
10656,Диспенсеры для мыла и мыльницы,20,dirty_or_duplicates_in_values,0,true,3
10656,Диспенсеры для мыла и мыльницы,20,missing_indexed_products,,,11
46052,Системы хранения,2366,dirty_or_duplicates_in_values,0,true,12
46052,Системы хранения,2366,missing_indexed_products,,,2162
20524,Банные полотенца,23,dirty_or_duplicates_in_values,0,true,2
20524,Банные полотенца,23,missing_indexed_products,,,9
700607,Фасады для кухни темно-коричневые STENSTA,9,missing_f_series_filter,,,
24337,Шкафы с дверьми PAX,449,missing_f_series_filter,,,
18863,Тарелки десертные,34,dirty_or_duplicates_in_values,0,true,14
18863,Тарелки десертные,34,missing_indexed_products,,,10
46082,Термосумки,3,missing_f_series_filter,,,
37897,Комбинации для хранения PLATSA,3,missing_f_series_filter,,,
10984,"Чехлы, покрытия на диваны KLIPPAN",3,missing_f_series_filter,,,
49763,"Ручки мебельные, фурнитура СМОСТАД",13,missing_f_series_filter,,,
18864,Салатницы,43,dirty_or_duplicates_in_values,0,true,13
18864,Салатницы,43,missing_indexed_products,,,15
18865,Столовые приборы,46,dirty_or_duplicates_in_values,0,true,4
18865,Столовые приборы,46,missing_indexed_products,,,36
bc002,Товары для новорожденных,126,dirty_or_duplicates_in_values,0,true,17
bc002,Товары для новорожденных,126,missing_indexed_products,,,68
47068,Конференц-кресла,39,dirty_or_duplicates_in_values,0,true,1
47068,Конференц-кресла,39,missing_indexed_products,,,10
16044,Посуда и аксессуары для чая и кофе,72,dirty_or_duplicates_in_values,0,true,11
16044,Посуда и аксессуары для чая и кофе,72,missing_indexed_products,,,52
54994,"Чехлы, покрытия на диваны PÄRUP",0,missing_f_series_filter,,,
18871,Стеклянная кувшины и графины,21,dirty_or_duplicates_in_values,0,true,5
18871,Стеклянная кувшины и графины,21,missing_indexed_products,,,15
10776,Вазы,60,dirty_or_duplicates_in_values,0,true,4
10776,Вазы,60,missing_indexed_products,,,55
47069,Письменные столы для офиса,5,missing_f_series_filter,,,
47386,"Скамейки для дачи, сада и балкона",4,missing_f_series_filter,,,
10783,Ароматические свечи,4,missing_indexed_products,,,4
20723,Раковины и умывальники для ванной,24,missing_f_series_filter,,,
700594,"Чехлы, покрытия на диваны EKHOLMA",8,missing_f_series_filter,,,
18866,Наборы столовых приборов,38,dirty_or_duplicates_in_values,0,true,3
18866,Наборы столовых приборов,38,missing_indexed_products,,,30
48943,Стаканы и держатели для зубных щеток,7,dirty_or_duplicates_in_values,0,true,2
48943,Стаканы и держатели для зубных щеток,7,missing_indexed_products,,,3
45731,Комплектующие JONAXEL,12,missing_f_series_filter,,,
18869,Стаканы,34,dirty_or_duplicates_in_values,0,true,5
18869,Стаканы,34,missing_indexed_products,,,25
18904,Внутренние подушки,5,missing_f_series_filter,,,
700609,Подсветка для гардероба PLATSA,9,dirty_or_duplicates_in_values,0,true,1
700609,Подсветка для гардероба PLATSA,9,missing_indexed_products,,,7
16257,Безопасность детей,7,dirty_or_duplicates_in_values,0,true,1
16257,Безопасность детей,7,missing_indexed_products,,,6
50387,Посудомоечные машины METOD,12,dirty_or_duplicates_in_values,0,true,1
50387,Посудомоечные машины METOD,12,missing_indexed_products,,,9
16213,Корзины и сумки хозяйственные,38,dirty_or_duplicates_in_values,0,true,9
16213,Корзины и сумки хозяйственные,38,missing_indexed_products,,,30
18870,"Бокалы, фужеры для вина и шампанского",20,dirty_or_duplicates_in_values,0,true,3
18870,"Бокалы, фужеры для вина и шампанского",20,missing_indexed_products,,,10
20929,Пуфы и подставки для ног из ротанга,5,dirty_or_duplicates_in_values,0,true,2
20929,Пуфы и подставки для ног из ротанга,5,missing_indexed_products,,,2
50376,Столешницы для кухни ENHET,11,dirty_or_duplicates_in_values,0,true,2
50376,Столешницы для кухни ENHET,11,missing_indexed_products,,,8
700717,Комбинации LÅDMARKARE,0,missing_f_series_filter,,,
li002,Подвесные лампы,284,dirty_or_duplicates_in_values,0,true,10
li002,Подвесные лампы,284,missing_indexed_products,,,236
18908,Шторы и карнизы для ванной комнаты,11,missing_f_series_filter,,,
16283,Подсветка в шкаф,20,dirty_or_duplicates_in_values,0,true,1
16283,Подсветка в шкаф,20,missing_indexed_products,,,18
21827,Обеденные столы на 6 персон,13,dirty_or_duplicates_in_values,0,true,8
21827,Обеденные столы на 6 персон,13,missing_indexed_products,,,4
18695,Детские одеяла,6,dirty_or_duplicates_in_values,0,true,2
18695,Детские одеяла,6,missing_indexed_products,,,3
10699,Противоскользящие коврики под ковролин,5,missing_f_series_filter,,,
19064,Изголовья кроватей,4,dirty_or_duplicates_in_values,0,true,3
10701,Рулонные шторы,62,missing_f_series_filter,,,
49149,Праздничные украшения и декор,14,dirty_or_duplicates_in_values,0,true,2
49149,Праздничные украшения и декор,14,missing_indexed_products,,,12
31785,Ножки для диванов и кресел,9,dirty_or_duplicates_in_values,0,true,5
31785,Ножки для диванов и кресел,9,missing_indexed_products,,,3
19144,Стулья для кафе и ресторанов,5,dirty_or_duplicates_in_values,0,true,1
19144,Стулья для кафе и ресторанов,5,missing_indexed_products,,,4
39570,Товары для собак,16,missing_f_series_filter,,,
700424,Наборы столов и кресел для конференций,6,dirty_or_duplicates_in_values,0,true,1
700424,Наборы столов и кресел для конференций,6,missing_indexed_products,,,3
59247,Скамейки для спальни,5,dirty_or_duplicates_in_values,0,true,2
59247,Скамейки для спальни,5,missing_indexed_products,,,4
20494,Подставки для горшков,15,dirty_or_duplicates_in_values,0,true,1
20494,Подставки для горшков,15,missing_indexed_products,,,15
48925,Шкафы и стеллажи для прачечной,3,missing_f_series_filter,,,
49768,"Болты, винты, шурупы и крепления",3,dirty_or_duplicates_in_values,0,true,1
49768,"Болты, винты, шурупы и крепления",3,missing_indexed_products,,,1
54943,Гирлянды светодиодные новогодние,2,dirty_or_duplicates_in_values,0,true,1
54943,Гирлянды светодиодные новогодние,2,missing_indexed_products,,,1
20499,Зеркала макияжные с увеличением,4,dirty_or_duplicates_in_values,0,true,1
20499,Зеркала макияжные с увеличением,4,missing_indexed_products,,,4
20609,Товары и аксессуары для уборки,22,dirty_or_duplicates_in_values,0,true,4
20609,Товары и аксессуары для уборки,22,missing_indexed_products,,,5
49079,Стеллажи для гардероба,0,missing_f_series_filter,,,
10769,Декоративные вазы и миски,65,dirty_or_duplicates_in_values,0,true,4
10769,Декоративные вазы и миски,65,missing_indexed_products,,,60
18777,Декоративные подушки и одеяла для детей,10,dirty_or_duplicates_in_values,0,true,1
18777,Декоративные подушки и одеяла для детей,10,missing_indexed_products,,,10
49081,Очистители воздуха и фильтры,14,missing_f_series_filter,,,
20500,Зеркальные шкафы в ванную комнату,17,missing_f_series_filter,,,
700544,Модули летней кухни,15,dirty_or_duplicates_in_values,0,true,2
700544,Модули летней кухни,15,missing_indexed_products,,,1
10557,Магнитные и пробковые доски на стену,7,missing_f_series_filter,,,
18872,"Соломинки, штопоры и аксессуары для вина",7,dirty_or_duplicates_in_values,0,true,2
18872,"Соломинки, штопоры и аксессуары для вина",7,missing_indexed_products,,,6
10451,Комоды для спальни,113,dirty_or_duplicates_in_values,4,true,15
10451,Комоды для спальни,113,missing_indexed_products,,,12
10452,Аксессуары для хранения одежды,108,dirty_or_duplicates_in_values,0,true,22
10452,Аксессуары для хранения одежды,108,missing_indexed_products,,,77
10455,Стеллажи и вешалки для одежды,29,dirty_or_duplicates_in_values,0,true,7
10455,Стеллажи и вешалки для одежды,29,missing_indexed_products,,,16
10458,"Коробки, органайзеры для хранения обуви",0,missing_f_series_filter,,,
49157,Рождественские свечи и подсвечники,1,missing_f_series_filter,,,
18893,Система рельсовых карнизов,7,dirty_or_duplicates_in_values,0,true,1
49232,Праздничные угощения,0,dirty_or_duplicates_in_values,0,true,1
41687,Распашные двери без петель PLATSA,9,missing_f_series_filter,,,
55006,Комбинации для хранения на кухне ENHET,1,missing_f_series_filter,,,
10555,Аксессуары для ванной комнаты,76,dirty_or_duplicates_in_values,0,true,9
10555,Аксессуары для ванной комнаты,76,missing_indexed_products,,,41
16215,"Мусорные ведра, баки и корзины",23,dirty_or_duplicates_in_values,0,true,6
16215,"Мусорные ведра, баки и корзины",23,missing_indexed_products,,,18
55015,Модульные полки,4,missing_indexed_products,,,4
55022,"Тумбы, комбинации под ТВ RTV BESTÅ",57,dirty_or_duplicates_in_values,0,true,1
55022,"Тумбы, комбинации под ТВ RTV BESTÅ",57,missing_indexed_products,,,54
20602,Сушилки для белья,6,dirty_or_duplicates_in_values,0,true,1
20602,Сушилки для белья,6,missing_indexed_products,,,4
10784,Подсвечники и канделябры для свечей,35,missing_f_series_filter,,,
11845,Ножки и опоры для столов,12,dirty_or_duplicates_in_values,0,true,2
11845,Ножки и опоры для столов,12,missing_indexed_products,,,11
48992,Кухонные комбинации ENHET,2,missing_f_series_filter,,,
55031,Напольные шкафы BESTÅ,51,missing_f_series_filter,,,
25218,Чехлы на стулья,0,missing_f_series_filter,,,
10475,Шкафы и комоды RTV,89,dirty_or_duplicates_in_values,0,true,17
10475,Шкафы и комоды RTV,89,missing_indexed_products,,,13
55990,Аксессуары TROTTEN,3,missing_f_series_filter,,,
55998,"Аксессуары, принадлежности для гриля, барбекю",17,dirty_or_duplicates_in_values,0,true,1
55998,"Аксессуары, принадлежности для гриля, барбекю",17,missing_indexed_products,,,2
20498,Зеркала для ванной,10,dirty_or_duplicates_in_values,0,true,1
20498,Зеркала для ванной,10,missing_indexed_products,,,10
st004,Комоды и тумбы,151,dirty_or_duplicates_in_values,4,true,24
st004,Комоды и тумбы,151,missing_indexed_products,,,24
16201,Корзины для хранения вещей,28,dirty_or_duplicates_in_values,0,true,4
16201,Корзины для хранения вещей,28,missing_indexed_products,,,24
st003,Шкафы-витрины,147,dirty_or_duplicates_in_values,6,true,19
st003,Шкафы-витрины,147,missing_indexed_products,,,36
42924,Для пикника и отдыха на природе,63,dirty_or_duplicates_in_values,0,true,6
42924,Для пикника и отдыха на природе,63,missing_indexed_products,,,54
10788,"Фоторамки, рисунки и изображения",36,dirty_or_duplicates_in_values,0,true,4
10788,"Фоторамки, рисунки и изображения",36,missing_indexed_products,,,7
15946,Кухонные ножи,34,dirty_or_duplicates_in_values,0,true,6
15946,Кухонные ножи,34,missing_indexed_products,,,22
20537,"Прихватки, рукавицы для духовки",8,dirty_or_duplicates_in_values,0,true,2
20537,"Прихватки, рукавицы для духовки",8,missing_indexed_products,,,5
57654,Пуфы и подставок для ног из полиуретана,11,dirty_or_duplicates_in_values,0,true,8
57654,Пуфы и подставок для ног из полиуретана,11,missing_indexed_products,,,4
10789,Фоторамки-коллаж,5,dirty_or_duplicates_in_values,0,true,1
10789,Фоторамки-коллаж,5,missing_indexed_products,,,3
20539,Коврики и подставки на стол,26,dirty_or_duplicates_in_values,0,true,4
20539,Коврики и подставки на стол,26,missing_indexed_products,,,20
20522,Полотенца для гостей,0,missing_f_series_filter,,,
10670,Трехместные диваны,76,dirty_or_duplicates_in_values,0,true,17
10670,Трехместные диваны,76,missing_indexed_products,,,32
47747,Обеденные столы на 8 персон,4,dirty_or_duplicates_in_values,0,true,5
47747,Обеденные столы на 8 персон,4,missing_indexed_products,,,2
59285,Шкафы EKET,77,missing_f_series_filter,,,
10996,Подушки для кресел POÄNG,15,missing_f_series_filter,,,
59251,Подставки и крышки для посуды,4,missing_f_series_filter,,,
700332,Комбинации JOSTEIN,33,missing_f_series_filter,,,
700354,Фасады для кухни антрацит UPPLÖV,30,missing_f_series_filter,,,
47441,Органайзеры для сумок,4,missing_f_series_filter,,,
15952,Винные полки-стеллажи для бутылок,4,dirty_or_duplicates_in_values,0,true,2
15952,Винные полки-стеллажи для бутылок,4,missing_indexed_products,,,3
16214,Сумки хозяйственные,8,dirty_or_duplicates_in_values,0,true,2
16214,Сумки хозяйственные,8,missing_indexed_products,,,6
700356,Фасады для кухни нержавеющая сталь VÅRSTA,12,missing_f_series_filter,,,
20812,Кухонные плиты,15,dirty_or_duplicates_in_values,0,true,2
20812,Кухонные плиты,15,missing_indexed_products,,,12
20611,"Табуреты-стремянки, лестницы",8,dirty_or_duplicates_in_values,0,true,1
20611,"Табуреты-стремянки, лестницы",8,missing_indexed_products,,,6
ka003,Кухонные системы и модули,5879,dirty_or_duplicates_in_values,0,true,20
ka003,Кухонные системы и модули,5879,missing_indexed_products,,,5724
47990,Другие чехлы,25,dirty_or_duplicates_in_values,0,true,4
47990,Другие чехлы,25,missing_indexed_products,,,5
23607,Напольные шкафы METOD,1729,missing_f_series_filter,,,
700393,Фасады для кухни кремовые BODBYN,74,missing_f_series_filter,,,
23608,Навесные шкафы для кухни METOD,927,dirty_or_duplicates_in_values,0,true,2
23608,Навесные шкафы для кухни METOD,927,missing_indexed_products,,,920
20858,Тележки для ванной на колесиках,8,dirty_or_duplicates_in_values,0,true,1
20858,Тележки для ванной на колесиках,8,missing_indexed_products,,,7
700367,Фасады для кухни светло-зеленые STENSUND,0,missing_f_series_filter,,,
20621,Аксессуары для чая,12,dirty_or_duplicates_in_values,0,true,3
20621,Аксессуары для чая,12,missing_indexed_products,,,11
700523,Растения в горшках,45,missing_f_series_filter,,,
20622,Аксессуары для кофе,10,missing_indexed_products,,,10
700513,Кровати,404,dirty_or_duplicates_in_values,0,true,6
700513,Кровати,404,missing_indexed_products,,,216
20928,Пуфы и подставки для ног из кожи и кожзама,7,dirty_or_duplicates_in_values,0,true,5
20928,Пуфы и подставки для ног из кожи и кожзама,7,missing_indexed_products,,,2
14350,Наборы для шитья,2,dirty_or_duplicates_in_values,0,true,1
14350,Наборы для шитья,2,missing_indexed_products,,,1
54989,Тумбы под раковину без раковины,8,missing_f_series_filter,,,
19059,"Ящики, контейнеры под кровать",20,dirty_or_duplicates_in_values,0,true,7
19059,"Ящики, контейнеры под кровать",20,missing_indexed_products,,,10
10550,Ящики и корзины для хранения,89,dirty_or_duplicates_in_values,0,true,21
10550,Ящики и корзины для хранения,89,missing_indexed_products,,,55
700450,Мебель для ванных комнат,423,missing_f_series_filter,,,
20864,Барные стулья,15,dirty_or_duplicates_in_values,0,true,4
20864,Барные стулья,15,missing_indexed_products,,,8
46193,Bluetooth-колонки,28,dirty_or_duplicates_in_values,0,true,1
46193,Bluetooth-колонки,28,missing_indexed_products,,,20
700440,Система хранения для гаража,19,dirty_or_duplicates_in_values,0,true,9
700440,Система хранения для гаража,19,missing_indexed_products,,,17
15947,Разделочные доски,23,missing_indexed_products,,,23
54992,Комплекты мебели для спальни,32,dirty_or_duplicates_in_values,0,true,10
54992,Комплекты мебели для спальни,32,missing_indexed_products,,,7
12153,Шкаф для ТВ RTV BESTÅ,101,missing_f_series_filter,,,
10664,Чехлы на диваны и кресла,306,dirty_or_duplicates_in_values,0,true,20
10664,Чехлы на диваны и кресла,306,missing_indexed_products,,,27
55029,Навесные шкафы BESTÅ,76,missing_f_series_filter,,,
55010,Освещение в ванной комнате,13,missing_f_series_filter,,,
16045,Кружки и чашки,36,dirty_or_duplicates_in_values,0,true,9
16045,Кружки и чашки,36,missing_indexed_products,,,26
20643,Формы и противни для выпечки,9,missing_indexed_products,,,9
59240,Подвесные кашпо,3,missing_f_series_filter,,,
16047,"Блюда, тарелки и масленки для сервировки",14,dirty_or_duplicates_in_values,0,true,3
16047,"Блюда, тарелки и масленки для сервировки",14,missing_indexed_products,,,10
56472,"Умные воздухоочистители для дома, аксессуары",11,missing_f_series_filter,,,
56516,Комплекты геймерских столов и стульев,7,missing_f_series_filter,,,
16200,"Полки, стеллажи для кладовой",7,missing_f_series_filter,,,
39266,Светодиодные свечи,5,dirty_or_duplicates_in_values,0,true,1
39266,Светодиодные свечи,5,missing_indexed_products,,,5
57280,Чехлы для изголовья кроватей,16,missing_f_series_filter,,,
700176,"Чехлы, покрытия на диваны JÄTTEBO",30,missing_f_series_filter,,,
700463,Навесные шкафы HAVBÄCK,8,missing_f_series_filter,,,
17894,Садовые зонты и основания,21,dirty_or_duplicates_in_values,0,true,1
17894,Садовые зонты и основания,21,missing_indexed_products,,,20
17895,Экраны и летняя защита,4,dirty_or_duplicates_in_values,0,true,2
17895,Экраны и летняя защита,4,missing_indexed_products,,,1
20825,Посудомоечные машины,11,dirty_or_duplicates_in_values,0,true,1
20825,Посудомоечные машины,11,missing_indexed_products,,,8
50011,Раковины и краны ENHET,5,dirty_or_duplicates_in_values,0,true,1
50011,Раковины и краны ENHET,5,missing_indexed_products,,,4
700469,Тумбы под умывальник без раковины ÄNGSJÖN,21,missing_f_series_filter,,,
10385,Шкафы для документов и папок,65,dirty_or_duplicates_in_values,0,true,5
10385,Шкафы для документов и папок,65,missing_indexed_products,,,16
31787,Садовые горшки и растения,51,dirty_or_duplicates_in_values,0,true,4
31787,Садовые горшки и растения,51,missing_indexed_products,,,50
700480,Тумбы под умывальник без раковины HEMNES,3,missing_f_series_filter,,,
23614,Накладные панели и планки METOD,170,missing_f_series_filter,,,
20826,Стиральные и сушильные машины,4,dirty_or_duplicates_in_values,0,true,1
20826,Стиральные и сушильные машины,4,missing_indexed_products,,,1
20859,Табуреты и скамьи для ванной,12,dirty_or_duplicates_in_values,0,true,3
20859,Табуреты и скамьи для ванной,12,missing_indexed_products,,,8
22664,Сковороды-гриль,3,dirty_or_duplicates_in_values,0,true,3
22664,Сковороды-гриль,3,missing_indexed_products,,,1
20857,Матрасы для диванов-кроватей,6,dirty_or_duplicates_in_values,0,true,1
20857,Матрасы для диванов-кроватей,6,missing_indexed_products,,,4
25209,Трековое освещение и софиты,6,dirty_or_duplicates_in_values,0,true,3
25209,Трековое освещение и софиты,6,missing_indexed_products,,,3
700486,Навесные шкафы ENHET,1,missing_f_series_filter,,,
57536,Подушки на диваны и кресла,20,dirty_or_duplicates_in_values,0,true,5
57536,Подушки на диваны и кресла,20,missing_indexed_products,,,12
16285,Односпальные кровати,32,dirty_or_duplicates_in_values,0,true,6
16285,Односпальные кровати,32,missing_indexed_products,,,13
53249,Наборы рабочих столов и кресел,18,dirty_or_duplicates_in_values,0,true,4
53249,Наборы рабочих столов и кресел,18,missing_indexed_products,,,12
700539,Акустические товары MITTZON,7,missing_f_series_filter,,,
58412,Попурри,5,missing_indexed_products,,,5
700558,Коробки и крышки для контейнеров TROFAST,23,missing_f_series_filter,,,
59245,Скамьи для кухни,2,missing_f_series_filter,,,
33546,Ламинированные столешницы для кухни,29,missing_f_series_filter,,,
59244,Круглые обеденные столы,7,dirty_or_duplicates_in_values,0,true,5
59244,Круглые обеденные столы,7,missing_indexed_products,,,3
700564,Аксессуары для RELATERA,3,missing_f_series_filter,,,
21957,"Полы, настилы для балконов и террас",8,missing_f_series_filter,,,
59248,Скамейка с ящиком для хранения,8,dirty_or_duplicates_in_values,0,true,6
59248,Скамейка с ящиком для хранения,8,missing_indexed_products,,,4
34006,Комплектующие сиденья обеденных стульев,10,missing_f_series_filter,,,
20862,Барные столы,4,dirty_or_duplicates_in_values,0,true,3
20862,Барные столы,4,missing_indexed_products,,,2
31781,Наборы столовой посуды,4,dirty_or_duplicates_in_values,0,true,4
31781,Наборы столовой посуды,4,missing_indexed_products,,,2
48989,Аккумуляторы для кухни SUNNERSTA,1,missing_f_series_filter,,,
59308,Умные лампы,4,dirty_or_duplicates_in_values,0,true,1
59308,Умные лампы,4,missing_indexed_products,,,3
34205,Чехлы для садовой мебели и зонтов,10,dirty_or_duplicates_in_values,0,true,2
34205,Чехлы для садовой мебели и зонтов,10,missing_indexed_products,,,2
24822,Ножки для кровати,3,missing_f_series_filter,,,
21963,Шезлонги и гамаки для дачи,11,dirty_or_duplicates_in_values,0,true,3
